max_label,label_0,label_1,label_2,label_3,lable_4,label_5,label_6
20000,0.009980,0.000399,0.000077,0.000145,0.000027,0.002617,0.986755
20000,0.330557,0.147992,0.030501,0.051218,0.006081,0.034246,0.399406
10003,0.058048,0.000113,0.938724,0.000064,0.000055,0.001048,0.001948
20000,0.001464,0.000005,0.000079,0.000026,0.000013,0.000495,0.997917
10001,0.856850,0.000339,0.136154,0.000068,0.000030,0.001589,0.004971
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.002883,0.000180,0.995531,0.000054,0.000015,0.001172,0.000165
20000,0.002736,0.001173,0.000018,0.000112,0.000081,0.004615,0.991265
20000,0.000144,0.000073,0.002124,0.001210,0.004738,0.007317,0.984394
20000,0.000014,0.000000,0.000000,0.000000,0.000002,0.000045,0.999938
20000,0.002057,0.000011,0.000198,0.000020,0.000013,0.002678,0.995024
20000,0.005523,0.000028,0.006702,0.000060,0.000029,0.002086,0.985571
20000,0.000112,0.000013,0.000154,0.000011,0.000007,0.000699,0.999003
20000,0.000514,0.000239,0.000044,0.000064,0.000031,0.000397,0.998710
10003,0.165023,0.278006,0.347776,0.009275,0.025109,0.030175,0.144635
20000,0.000430,0.000055,0.000069,0.000004,0.000002,0.000537,0.998903
20000,0.001865,0.031475,0.003334,0.002053,0.004347,0.010465,0.946460
20000,0.000680,0.000014,0.000109,0.000040,0.000193,0.001066,0.997898
20000,0.006120,0.004708,0.000376,0.000120,0.000392,0.003218,0.985065
10001,0.426014,0.417218,0.143803,0.000784,0.000135,0.006162,0.005885
10001,0.836927,0.016152,0.000148,0.000110,0.000034,0.007495,0.139134
10003,0.249851,0.030260,0.622268,0.006978,0.002236,0.015043,0.073366
20000,0.031021,0.000012,0.002437,0.000072,0.000042,0.002858,0.963557
20000,0.000003,0.000000,0.000001,0.000000,0.000006,0.000086,0.999904
20000,0.002871,0.000096,0.003359,0.000593,0.000313,0.000938,0.991832
10003,0.081153,0.321240,0.552466,0.013482,0.011237,0.014129,0.006292
10002,0.000232,0.994774,0.004934,0.000025,0.000023,0.000012,0.000000
10003,0.044140,0.000386,0.955393,0.000004,0.000009,0.000068,0.000001
10003,0.062158,0.002772,0.930404,0.000101,0.000102,0.002261,0.002203
10001,0.910508,0.003802,0.073387,0.003187,0.002051,0.001770,0.005295
10003,0.067481,0.000311,0.923225,0.001399,0.000375,0.001013,0.006196
20000,0.001528,0.000022,0.000805,0.000120,0.000550,0.002606,0.994370
20000,0.014577,0.004237,0.013901,0.005976,0.006486,0.008237,0.946586
20000,0.001759,0.000033,0.011503,0.000025,0.000016,0.006946,0.979719
20000,0.000872,0.000018,0.000072,0.000004,0.000010,0.003998,0.995026
20000,0.045532,0.002018,0.017192,0.001115,0.000241,0.058906,0.874997
20000,0.001167,0.000006,0.000037,0.000016,0.000073,0.001027,0.997675
20000,0.000406,0.000137,0.000041,0.000053,0.000016,0.001988,0.997360
20000,0.265526,0.002090,0.144167,0.002490,0.001607,0.086431,0.497688
20000,0.194295,0.000883,0.000632,0.000646,0.000431,0.087611,0.715502
20000,0.018242,0.005170,0.028064,0.017484,0.008320,0.017456,0.905264
10003,0.009381,0.127090,0.858613,0.001143,0.000739,0.002892,0.000143
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.020686,0.000200,0.978960,0.000032,0.000008,0.000082,0.000033
10003,0.124796,0.014393,0.860676,0.000051,0.000038,0.000046,0.000000
10003,0.067779,0.056413,0.874574,0.000320,0.000500,0.000378,0.000036
10003,0.007475,0.000054,0.992453,0.000007,0.000003,0.000008,0.000000
20000,0.000250,0.000147,0.001940,0.001176,0.004756,0.008830,0.982902
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10001,0.527334,0.007579,0.445163,0.000295,0.000127,0.006191,0.013310
10001,0.698630,0.000546,0.300655,0.000036,0.000029,0.000089,0.000014
20000,0.017672,0.013015,0.031028,0.006100,0.004910,0.012480,0.914795
10003,0.001490,0.000001,0.998497,0.000000,0.000000,0.000013,0.000000
10003,0.454257,0.001244,0.497852,0.000181,0.000235,0.016887,0.029345
10003,0.087838,0.000049,0.911760,0.000011,0.000017,0.000318,0.000007
20000,0.000987,0.000652,0.000136,0.000072,0.000120,0.009119,0.988914
20000,0.031725,0.184052,0.005365,0.012425,0.008427,0.125590,0.632416
10001,0.826562,0.064421,0.090441,0.004610,0.003690,0.009174,0.001102
10001,0.973182,0.012948,0.013531,0.000217,0.000059,0.000060,0.000003
10002,0.202621,0.515972,0.267986,0.004122,0.001770,0.007326,0.000204
20000,0.004279,0.001490,0.032387,0.009675,0.006479,0.019056,0.926634
10002,0.000026,0.991639,0.008164,0.000095,0.000011,0.000060,0.000004
10001,0.526644,0.088300,0.037670,0.002832,0.002161,0.025401,0.316992
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.000517,0.000048,0.999382,0.000001,0.000004,0.000048,0.000000
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.000517,0.000048,0.999382,0.000001,0.000004,0.000048,0.000000
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.011068,0.001781,0.005718,0.000535,0.000173,0.001297,0.979427
20000,0.011068,0.001781,0.005718,0.000535,0.000173,0.001297,0.979427
20000,0.011068,0.001781,0.005718,0.000535,0.000173,0.001297,0.979427
20000,0.000308,0.000694,0.000078,0.000112,0.000081,0.000711,0.998015
20000,0.001964,0.007032,0.000166,0.000631,0.000187,0.007063,0.982956
20000,0.000291,0.000027,0.000041,0.000184,0.000195,0.004741,0.994520
20000,0.000523,0.002364,0.002710,0.001547,0.002399,0.013843,0.976616
20000,0.001241,0.000862,0.000132,0.000480,0.001410,0.005782,0.990093
20000,0.000468,0.000037,0.000298,0.000224,0.000305,0.001844,0.996825
20000,0.000765,0.000798,0.005102,0.000483,0.000540,0.002173,0.990140
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000176,0.000006,0.000029,0.000092,0.000109,0.000892,0.998697
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
10003,0.229426,0.004708,0.750759,0.000433,0.000153,0.004239,0.010282
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.098292,0.041345,0.848008,0.004305,0.002232,0.005007,0.000813
20000,0.027918,0.001779,0.015206,0.006390,0.005163,0.006357,0.937187
20000,0.007864,0.004223,0.014808,0.010930,0.006335,0.012342,0.943497
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.002334,0.000531,0.126782,0.004260,0.003301,0.011542,0.851251
20000,0.003425,0.000769,0.009803,0.004614,0.003982,0.008409,0.968998
20000,0.002334,0.000531,0.126782,0.004260,0.003301,0.011542,0.851251
20000,0.006472,0.021547,0.004731,0.002644,0.002008,0.007863,0.954735
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.019355,0.001264,0.002607,0.000749,0.001026,0.005589,0.969411
20000,0.001538,0.003299,0.003131,0.004550,0.002016,0.005291,0.980175
20000,0.026702,0.063497,0.090260,0.017458,0.011536,0.042822,0.747725
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.003138,0.001459,0.001313,0.000890,0.000892,0.003193,0.989115
20000,0.002064,0.000002,0.011162,0.000101,0.000092,0.001254,0.985326
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.025235,0.003754,0.114208,0.008323,0.006843,0.015451,0.826186
20000,0.001519,0.000969,0.010923,0.002598,0.008224,0.014562,0.961205
20000,0.001519,0.000969,0.010923,0.002598,0.008224,0.014562,0.961205
20000,0.013996,0.003556,0.037858,0.001120,0.000834,0.003353,0.939283
20000,0.002741,0.003791,0.001289,0.000898,0.000493,0.002382,0.988406
20000,0.026843,0.017262,0.063768,0.011790,0.009946,0.026361,0.844029
20000,0.026843,0.017262,0.063768,0.011790,0.009946,0.026361,0.844029
20000,0.015945,0.010105,0.061715,0.005731,0.004699,0.019246,0.882559
20000,0.003375,0.005044,0.003156,0.001540,0.001760,0.006284,0.978841
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.054284,0.009659,0.214241,0.010684,0.003738,0.013918,0.693475
10003,0.042667,0.000180,0.956974,0.000005,0.000003,0.000130,0.000041
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10001,0.702740,0.002390,0.294734,0.000041,0.000050,0.000043,0.000002
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.025555,0.041457,0.930510,0.000379,0.000964,0.001044,0.000091
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.001471,0.000027,0.884880,0.002654,0.056835,0.007685,0.046448
20000,0.005462,0.002768,0.006017,0.004747,0.003097,0.007852,0.970057
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.120686,0.322715,0.459086,0.002057,0.017074,0.062364,0.016018
20000,0.006119,0.000031,0.003996,0.000310,0.000596,0.002618,0.986330
20000,0.153603,0.021189,0.093383,0.006244,0.002387,0.012243,0.710951
20000,0.001469,0.013359,0.000117,0.000918,0.000644,0.003633,0.979860
10002,0.085786,0.396354,0.159082,0.004856,0.013321,0.090931,0.249670
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000010,0.000014,0.000020,0.000277,0.000133,0.001097,0.998449
20000,0.000006,0.000014,0.000004,0.000113,0.000203,0.000307,0.999353
20000,0.003775,0.006840,0.004640,0.007927,0.003531,0.012490,0.960796
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.005136,0.001151,0.001561,0.000343,0.000469,0.017268,0.974073
20000,0.000019,0.000045,0.000055,0.000016,0.000087,0.000326,0.999452
10003,0.024977,0.041028,0.926976,0.002102,0.001252,0.003072,0.000592
20000,0.002769,0.004335,0.001876,0.002206,0.005956,0.020064,0.962794
20000,0.006472,0.021547,0.004731,0.002644,0.002008,0.007863,0.954735
20000,0.009227,0.003514,0.018533,0.006601,0.005255,0.012928,0.943942
10003,0.064293,0.003360,0.779139,0.004588,0.004267,0.011583,0.132771
10002,0.005234,0.994550,0.000201,0.000004,0.000001,0.000010,0.000000
10003,0.015979,0.041851,0.914994,0.003066,0.001994,0.011362,0.010754
20000,0.000032,0.000184,0.000003,0.000117,0.000119,0.000477,0.999069
20000,0.000092,0.005812,0.000737,0.000194,0.000023,0.000338,0.992802
20000,0.000092,0.005812,0.000737,0.000194,0.000023,0.000338,0.992802
20000,0.001667,0.003939,0.004843,0.002561,0.003718,0.013035,0.970237
10003,0.087306,0.173455,0.723572,0.006707,0.002789,0.005377,0.000794
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.007804,0.000763,0.000098,0.000026,0.000007,0.001871,0.989431
10001,0.634886,0.002450,0.352611,0.000303,0.000347,0.004207,0.005196
10001,0.957929,0.012268,0.028791,0.000646,0.000109,0.000168,0.000089
20000,0.218274,0.168240,0.023119,0.002765,0.000785,0.028113,0.558704
20000,0.001284,0.066892,0.023179,0.002769,0.000438,0.002015,0.903422
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
10003,0.003847,0.002844,0.982129,0.000037,0.000037,0.009279,0.001827
20000,0.302601,0.036997,0.013796,0.003235,0.001122,0.040598,0.601651
20000,0.212555,0.024135,0.006957,0.001605,0.000681,0.026009,0.728058
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
20000,0.000015,0.000076,0.000002,0.000128,0.000087,0.000314,0.999378
20000,0.000015,0.000076,0.000002,0.000128,0.000087,0.000314,0.999378
20000,0.007962,0.022417,0.019670,0.026816,0.012178,0.030187,0.880770
20000,0.007962,0.022417,0.019670,0.026816,0.012178,0.030187,0.880770
20000,0.007804,0.000763,0.000098,0.000026,0.000007,0.001871,0.989431
10001,0.986314,0.000163,0.013437,0.000014,0.000034,0.000024,0.000014
10003,0.023605,0.001507,0.973313,0.000450,0.000432,0.000674,0.000018
20000,0.025035,0.024092,0.010768,0.112302,0.035920,0.017801,0.774082
20000,0.005662,0.273140,0.012869,0.007249,0.001199,0.040912,0.658969
20000,0.000252,0.000091,0.000019,0.000036,0.000016,0.000220,0.999366
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.036620,0.007305,0.000331,0.000215,0.000049,0.007349,0.948130
10001,0.907492,0.000647,0.081092,0.002500,0.001389,0.000866,0.006014
20000,0.153482,0.029850,0.004888,0.001327,0.000745,0.013711,0.795996
20000,0.046997,0.012662,0.113188,0.025286,0.018378,0.074175,0.709314
20000,0.001462,0.008638,0.005768,0.001145,0.001806,0.007081,0.974099
20000,0.000374,0.000044,0.000063,0.000038,0.002087,0.009414,0.987980
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.020704,0.159060,0.008816,0.176334,0.055635,0.015759,0.563693
20000,0.025728,0.002235,0.002181,0.003499,0.006963,0.011699,0.947695
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10001,0.476090,0.271376,0.016138,0.005062,0.005171,0.012641,0.213522
10001,0.913815,0.026190,0.057927,0.001291,0.000171,0.000351,0.000255
20000,0.001591,0.001119,0.001418,0.000364,0.000352,0.005043,0.990114
20000,0.027558,0.070988,0.012794,0.012534,0.026300,0.032993,0.816832
10001,0.566582,0.024867,0.061126,0.005132,0.000800,0.007961,0.333532
20000,0.007804,0.000763,0.000098,0.000026,0.000007,0.001871,0.989431
10001,0.632139,0.011695,0.055460,0.015686,0.258465,0.015668,0.010887
10003,0.065017,0.033730,0.893428,0.001609,0.001998,0.002894,0.001323
20000,0.014488,0.001103,0.003895,0.001728,0.001624,0.004725,0.972437
20000,0.004400,0.014683,0.011671,0.000347,0.000123,0.037516,0.931259
20000,0.014377,0.000118,0.000029,0.000079,0.000151,0.018735,0.966510
20000,0.001374,0.000002,0.000253,0.000079,0.000082,0.000863,0.997347
20000,0.038838,0.003213,0.001050,0.001523,0.001022,0.104190,0.850165
20000,0.001886,0.000085,0.000009,0.000022,0.000080,0.001275,0.996644
20000,0.461187,0.005592,0.020172,0.000569,0.000351,0.038505,0.473624
20000,0.000256,0.000148,0.000006,0.000103,0.000092,0.000434,0.998960
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000568,0.000030,0.000039,0.000050,0.000113,0.000757,0.998444
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10001,0.766819,0.004401,0.227110,0.000215,0.000172,0.000982,0.000301
20000,0.012016,0.022378,0.069723,0.009522,0.007560,0.036219,0.842582
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.054877,0.049634,0.270236,0.021858,0.017888,0.047079,0.538427
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000018,0.000304,0.000012,0.000086,0.000012,0.000096,0.999472
20000,0.025717,0.000102,0.008630,0.000344,0.000309,0.012218,0.952681
20000,0.021979,0.000046,0.014228,0.000085,0.000084,0.001449,0.962128
20000,0.051683,0.049125,0.003640,0.001234,0.000326,0.024679,0.869313
10001,0.955023,0.000059,0.044791,0.000017,0.000022,0.000064,0.000024
10001,0.897635,0.009276,0.071591,0.001170,0.000240,0.013200,0.006888
10003,0.118364,0.333104,0.537930,0.005264,0.000903,0.004240,0.000195
10002,0.102104,0.607025,0.258730,0.017707,0.002028,0.011076,0.001330
20000,0.000098,0.001219,0.000090,0.000067,0.000018,0.001970,0.996539
10002,0.171947,0.714027,0.112683,0.000154,0.000121,0.000958,0.000110
20000,0.024006,0.003079,0.005751,0.023161,0.013656,0.008496,0.921851
20000,0.013207,0.000114,0.014846,0.000030,0.000016,0.002189,0.969598
20000,0.010868,0.003536,0.016895,0.003672,0.013517,0.037365,0.914148
20000,0.007445,0.000002,0.036748,0.029730,0.020157,0.002278,0.903639
20000,0.000789,0.002960,0.330721,0.000487,0.000195,0.006508,0.658340
20000,0.115221,0.009661,0.068068,0.001169,0.001384,0.036614,0.767884
10004,0.000001,0.000000,0.000001,0.998439,0.001558,0.000000,0.000000
20000,0.147123,0.180089,0.004676,0.003206,0.000605,0.020287,0.644015
20000,0.003718,0.002321,0.000427,0.000430,0.000248,0.001047,0.991808
10003,0.141816,0.027346,0.818697,0.005829,0.000618,0.005639,0.000055
10003,0.073317,0.005362,0.621500,0.006356,0.001758,0.003396,0.288311
20000,0.000097,0.000056,0.001036,0.000204,0.000232,0.001988,0.996386
20000,0.000220,0.000002,0.063125,0.000022,0.000008,0.001566,0.935058
20000,0.005915,0.009544,0.000760,0.001260,0.000197,0.004321,0.978003
20000,0.061120,0.001101,0.009182,0.000214,0.000042,0.005936,0.922405
10001,0.545245,0.213316,0.086565,0.004763,0.006287,0.030598,0.113226
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.273666,0.010451,0.708073,0.000420,0.000150,0.003415,0.003825
10003,0.001758,0.009201,0.988474,0.000092,0.000078,0.000376,0.000021
20000,0.269625,0.041728,0.040980,0.006015,0.006366,0.026149,0.609137
10003,0.027359,0.000033,0.972093,0.000031,0.000009,0.000254,0.000222
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.024977,0.041028,0.926976,0.002102,0.001252,0.003072,0.000592
10003,0.020620,0.077100,0.895056,0.001445,0.001934,0.003314,0.000531
10003,0.099564,0.063102,0.811309,0.005984,0.004556,0.008999,0.006486
10003,0.025555,0.041457,0.930510,0.000379,0.000964,0.001044,0.000091
20000,0.000547,0.000096,0.024457,0.004070,0.003940,0.006034,0.960857
20000,0.000484,0.000183,0.003180,0.002159,0.001709,0.005013,0.987273
10003,0.024977,0.041028,0.926976,0.002102,0.001252,0.003072,0.000592
10003,0.088791,0.083300,0.796759,0.007117,0.004847,0.011146,0.008041
10003,0.083855,0.023248,0.870937,0.004245,0.003084,0.007192,0.007439
10003,0.411984,0.069692,0.434802,0.015163,0.010975,0.016815,0.040569
10003,0.183245,0.226600,0.550272,0.010271,0.007578,0.013394,0.008639
10003,0.006947,0.050291,0.939956,0.000504,0.000757,0.001464,0.000081
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.002374,0.000026,0.997554,0.000001,0.000001,0.000036,0.000008
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10001,0.931204,0.003310,0.039416,0.002807,0.000932,0.002754,0.019577
10001,0.462575,0.001541,0.277766,0.003113,0.001712,0.006714,0.246579
20000,0.000478,0.001378,0.001206,0.000695,0.000448,0.001509,0.994286
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
20000,0.011419,0.010556,0.135342,0.006643,0.002948,0.016675,0.816417
20000,0.056722,0.000009,0.004364,0.000013,0.000031,0.001871,0.936991
20000,0.012336,0.010757,0.007988,0.003746,0.002730,0.005252,0.957192
20000,0.007419,0.010245,0.012349,0.004511,0.002797,0.006257,0.956423
20000,0.003091,0.002584,0.007115,0.001314,0.001512,0.003483,0.980902
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.099564,0.063102,0.811309,0.005984,0.004556,0.008999,0.006486
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.122443,0.061149,0.722452,0.013934,0.008583,0.023018,0.048421
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.178949,0.021435,0.722006,0.022437,0.009089,0.012578,0.033507
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10001,0.409157,0.001806,0.283962,0.004119,0.012270,0.039266,0.249420
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.237693,0.019020,0.362635,0.010738,0.026119,0.081730,0.262066
10003,0.010364,0.028168,0.958190,0.000671,0.000593,0.001628,0.000387
10001,0.731902,0.003710,0.243654,0.001398,0.000919,0.002099,0.016316
10003,0.037290,0.000005,0.962688,0.000002,0.000002,0.000013,0.000001
10003,0.024977,0.041028,0.926976,0.002102,0.001252,0.003072,0.000592
10003,0.153636,0.011234,0.833702,0.000492,0.000423,0.000450,0.000063
20000,0.058396,0.075037,0.068734,0.011096,0.004272,0.012920,0.769545
20000,0.008796,0.045275,0.017838,0.004191,0.001999,0.007555,0.914345
10002,0.029535,0.657934,0.295032,0.004977,0.000741,0.005561,0.006220
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.024977,0.041028,0.926976,0.002102,0.001252,0.003072,0.000592
20000,0.008796,0.045275,0.017838,0.004191,0.001999,0.007555,0.914345
10003,0.099564,0.063102,0.811309,0.005984,0.004556,0.008999,0.006486
10003,0.153636,0.011234,0.833702,0.000492,0.000423,0.000450,0.000063
10003,0.183245,0.226600,0.550272,0.010271,0.007578,0.013394,0.008639
10003,0.025555,0.041457,0.930510,0.000379,0.000964,0.001044,0.000091
10003,0.153636,0.011234,0.833702,0.000492,0.000423,0.000450,0.000063
10001,0.859545,0.030750,0.101576,0.000899,0.000706,0.002464,0.004060
10003,0.024937,0.026484,0.941599,0.001719,0.001228,0.003285,0.000748
10003,0.178949,0.021435,0.722006,0.022437,0.009089,0.012578,0.033507
20000,0.000076,0.000057,0.000046,0.000039,0.000033,0.000221,0.999528
10003,0.099564,0.063102,0.811309,0.005984,0.004556,0.008999,0.006486
