hash_Id,data,label,len
6b042ec5c364f9b01f11b3c61ca75c8d,发动机防盗系统启动中...,0,33
8ffafb3a311970bfba4db0b0c837e004,终于可以体现我全时四驱了，呵呵！,0,48
05d2df303abcaeb78862c491a31ef494,两个车真没有可比性，前提是价位差不多的情况下。共同点是都强调操控性，森林人的四驱、质量稳定性、安全性要强过CX-5不少。至于是买新款还是现款，以森林人过往的销售习惯，新款短时价格会比较坚挺，现款比较实惠。供兄弟参考一下。,1,322
bcb570e7193d1afd1af9ae6b03b6441d,你才傻呢，其实买这个车以前，烧机油、高转扭矩肉、配置***我都知道，当时我主要是喜欢原装日本小毛病少，但是我错了，其实省油是牺牲高转扭矩的原因,-1,207
506c2a3b9e51aa0aa36785f8f450fb55,可以参考，AT胎用着操控差很多吗？,-1,47
9fb3d3f1bae571f8330e72c589bc390a,过来人告诉你新款cx5操控不比森差，但是隔音内饰上好与森,0,78
212b4d5f1888753b0b72afb6da360f0f,三大件都一样，不追求大灯轮胎等配置，豪华就可以了,0,72
0cfb95d6180ec9d4d0cca740335206f2,试着索赔中缸吧，13、14年的车烧机油的概率大，这个不是损耗的问题，趁着脱保时间不长，还有机会,0,133
1778fc93061655bd7713905a69216ce9,说实话从外观一般人就无法接受CRV，那个驼背实在太难看,-1,75
598054697f48bf70a818e9dfa83edaf5,菲林贸易，今年3月的胎。价格小贵。,0,49
a2936aa53f9cbaa752eab78c06f3af50,傲虎后备箱大，森林人坐姿高视线更好，看你主要需求什么,1,78
1e8a4be99272dcb1c712a5fb6e8f6c3e,正常，这个轮子是空调压缩机的轮子，空调压缩机工作是有间歇性的。,0,93
669b7ea277f0613cd73aec8703962c76,我觉得外观不错，空间很漂亮，内饰也还可以，就是不知道动力到底是多大的？会不会很温柔？,1,126
b0c68f39e81cbcffc1324aa203b9a64e,冰雪路面刹车一定要点杀,0,33
508428a6125723ed4d29dff3a3ea134f,贴个膜或底盘装甲最实惠。,0,36
15e9e0417fc5b6e46b4685c4a8a017fc,可能是因为cvt的原因，特别是高速路上上坡，经常会转速高很多。所以我是开到120的时候，挡好拨入手动模式，再按定速按钮，这样就不升高转速了。时速120，油耗应该在7.2左右吧。,0,240
cde63e45e477c01e5d1720a0c8a1a8f1,开森的人是肯定看不上XV，不是说不好，是空间实在是差别太大！两个车试驾一下就明白了，森停车是没轿车方便，但不至于那么不方便，小区停车还是很容易的,0,212
d9c2ec75573714f7fff55b889e64b04f,后面好积碳严重，影响动力，很可能还会有顿挫感，我的毛病和楼主一样,0,96
7a66db2a453efa51e6a2c438f1915406,嗯，不换不舒服。。主要看上这个配置和外加自带3G卡了。。说实话第一个那会儿的导航除了配置不行，做工真比后来这些好,1,164
edcd29bc3886797b274142920e88a9c3,全时四驱，请勿拖挂，看到这四个字就觉得森林人好霸气！,1,78
098012b04234e0b51a88d45c8971e803,这是楼主你自己不懂啊 全时四驱肯定都是要跟检测站强调的 怎么能丢给黄牛自己不管呢。。。。。。。。。,0,145
801f1c139790fd5fc687bcae80abc9c2,今日出行高速第一格油跑了接近100公里，速度是降下来照的，100公里巡航。,0,99
9d3fb71d90d26d1233fd439d00c2063e,找机油，发动机爆震是家常便饭。,-1,45
68c368eca05d6a4bd3e5fa769d9d4955,缺点每天都有人喷。烧机油，异响等等。不过似乎解决不少。,-1,81
2158fa49d98bf4dbccd83ebedccfe7da,水温油温还没热上来前关闭空调，就是按那个OFF此问题可解决。,0,84
6143eae04ed5ce6779be1fb57973f4a4,保养的价格就要看你在哪里做了，自己买机油，滤清器等材料找修理店做大概只有4s的一半多点，空气滤清器，空调滤清器自己买，自己换就很便宜了，几十搞定,1,212
0e568569896ef26f9d001c322aec63a3,不正常，霸道的油耗了[微笑,-1,37
98519dd4c4f22e63c1dc0b9bb50fdcb1,森林人这破车雪地模式都没有，肯定四驱欧蓝德好,1,66
760d3f238db4c7e6bfe9a1e1badf7f66,先锋8850，不过不带导航，但是有carplay，性价比高,-1,65
403e5839c4790d03a6576c8d2122db43,这个提示的是发动机的水温，不是外界环境温度，只不过是当天达到合适温度（蓝灯熄灭）时间长一点，夏天会短一些，不用纠结，稍等一下缓慢行驶一段即可,0,210
35ce12472f42c08c287d04bb3ad43294,变速箱还可以，但是比爱信的at可靠性差点。发动机耗机油比例有点大。做工与两田比不是很精细，常规保养不贵，但是维修配件价格比较高。,0,188
96eec08e73217c4dc95fae1e60672514,獠牙前脸款的日行灯就是在獠牙上，普通前脸款就在雾灯镀铬条上。,0,90
13c0932948c6952096adeae7eb13a5b3,森林人比XV除了空间大以外还有那些区别？还有你说的小毛病指的是什么啊？在考虑这两个哪个好！,1,131
0d8128a9d6a058692ed1487b0edcb136,我是13年10月份的车子，也是仪表台异响，电动座椅出现过一次问题，腿托位置不能上下调节，去4S换了个电机好了,0,150
c17b879ffbff82e1105734574d342a95,价格确实可以了，怎么我们这手续费1.2万,0,54
f3498e9f9bca95c42e252643bf7f8435,就是有点抖，天窗有点漏雨，防冻液有点漏，座椅有点臭，内饰有点糙，有点生锈而已啦。,-1,120
f8a58cf260277a15c2c2221faa0259e4,价格已经名盘，有意看车,0,33
2f6c020e59532e24a3d17bd7740c3592,尤其热车转弯的时候声音大,-1,36
380c11ae611671bb8ea7563af9d303b3,斯巴鲁XV还是主要主打运动操控一些，森林人强调越野性能更好一些,1,89
0171ed8a021b239d690c51240cb8905b,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。,1,117
049b497453632efc8faf7557d315ae0b,我对内饰无所谓，只要性能好，安全性高就行！,0,63
eec8eaa6d9632d993bf97e94e94c1409,说起来，确实部件比较轻，手能摸到的地方都感觉出来了。我16款时尚，后备箱备胎上盖板、周围泡沫和雪白的隔音填充物都很轻，而且没什么味道。内饰板的塑料也是又轻又软，仪表台用的发泡塑料工艺感觉和很多国产合资不太一样，感觉偏硬一些，没发那么软，新车是有点味，过几个月车里确实很清爽,0,404
1c7ec09dc1314d414bf76e518c531334,刹车越踩越有，导航卡可以直接拔出来了,0,54
3f6348d475f28667ecd4a0ca7653875e,你的方向盘多少钱换的，口水啊，我上网看了，最便宜都要1000多呢,0,88
70fbac06b075601412118d94878de98b,se开了一段时间，车子挺好的，就是低速方向盘有点沉，挑头不太方便，需要倒好几次方向盘，其他的都没问题，带鼻子的高视野感觉超级好。s3方向盘可以选择舒适模式。,0,226
68f7aa21f6b76044a53996df0e449259,省油、操控性不错、提速满意其它目前没有发现什么优点,1,75
f9d07bf482db4f1eaeb6f4a0e3cb162b,另外说一句森林人的四驱相比适时四驱在脱困性能上没有什么本质区别，有些适时四驱车能去的地方森林人不见得能去，所以不要迷信全时四驱,0,189
d15444cc894b8e1b7f143dfaf19a55d0,后备箱拆顶棚吧，能解决。盯着师傅细心点弄。不用焊,-1,72
a387be60af464f825c306bbddf1fc7e0,我25的综合油耗也是8，你还想怎么低,1,48
6c34ae343c25226f1ab0fdb9a2958f24,途观国产的外观拉皮怎么看都不协调，要买就买进口的途观原汁原味进口品质。斯巴鲁纵置水平对置发动机全时四驱是最大卖点，而且是全进口，看你喜欢，我肯定斯巴鲁。,1,228
4e919d4e543a2eb150b9899da2e241d1,刚刚从北京到锡林浩特使用了定速，结果油耗飙升，3000KM没清表7.0，结果用定速升到7.2，回毕竟我自己控制，回落到7.0,0,156
d727adafb37776671949ae9ae43cdbae,恭喜，提车做底盘装甲的话，要4s拆轮子，排气管子喷铝喷剂，总之趁着新车底盘干净做彻底一点。,0,131
1303f14d763726c5e173128a410cd697,你的视频里森林人很稳健而且高速再加速的性能不是1.6NA做得来的,0,86
6c603125a0ca7ebba0a09502c561fc74,气门室垫漏油，必须抬发动机，不厉害可以等等，我的是地下有滴油换的，150000公里左右,-1,117
1bd9d01bb5c7c696b166a5bde6d4e24a,这点确实很关键，急加速问题,-1,39
05de1217430309ca91e63be21ce6ed89,内饰配置方面怎样手刹后排出风口棒棒糖钥匙这些怎么样了,0,78
14f455b5e04b26851b5ae198bc320ac8,在我国外观大气内饰豪华后排能跷二郎腿才是好车,0,66
7ad5217929043ffaebc7722848ada241,sgp平台乘坐空间降低了…空间肯定比现在还富裕，降低车身靠拢舒适啊,1,93
b53813ab99842b2f3beb6c7964b90f61,2.0的森林人，不适合对动力有要求的人。夏季一家人出行，动力不足就能感到了。,0,108
78cdb4af24a30eebff9dc89a2da555b9,夏天满载空调上高速动力会感觉不够，个人认为如果预算够用还是选个2.5的吧，油耗差不多,0,120
2107886d998955bdd2d9ecd2e82b9915,高速120或以上就在8.5个油往上了，速度越快油耗越高。我昨天在广东这边高速上跑，这边限速100大概6点几个油。,0,148
0a39c0282ef04c3280fefe73e7cb5bb9,一致的，我觉得是抓地力不够。,-1,42
13b013c9e9ad5ada411dc89139e90401,这个原因多，需要排除法。洗节气门，更换火花塞，清洗前后氧传感器和三元催化器，更换汽油滤芯，检测汽油泵压力，检查空气滤清器，这是动力部分。机械部分，检查变速箱油，前后桥油，上下囚笼。总到感觉你的车变速箱问题可能性大，是不是电磁阀问题，具体找维修师傅检查，我觉得重点是变速箱。,0,408
65524d5c54a8d61ddf7ab45c7e224bfa,车走过，车尾形成个真空区，没有后备箱的车就直接搂玻璃上了，所以掀背车和SUV要有后雨刷，一般的三厢轿车不需要。,0,159
3bb48955ca4c2069c2745da7cd140286,欧蓝德和森林人比，差一大截，森林人水平对置发动机，全时四驱，大空间，还有很多，搜搜视频看看。,0,138
5bbacca6e2810c4e7fa8ec0776ba4ff6,跑起来空调管道会进风，不开空调的时候吧内循环按了就没事,-1,81
4263a14dcbf0c7be438a81ae585c69f6,1213的森呗。12的卖的可能少些。13的价格可能楼主又不合适。慢慢碰吧。推荐12的森。硬件配置一点都没降。13后的内饰是好了很多。但是车的配置低了很多。,-1,207
4c6ca7491c8ef583385263e94e3230d8,这个不是简单的烧机油问题，轮滑系统一定有故障了。,-1,72
ad2f80cb892dfa046158c182fb95a59d,不用纠结什么外观，性能之类的，自己喜欢哪个买哪个，比如我就是喜欢森林人，途观再好我也只会买森林人,1,144
64e7cbb6b0a1c69dd8c603d519568f96,机油达到发动机需润滑的各个角落，机油达到合适工作温度。我乱猜的。,0,96
68f7aa21f6b76044a53996df0e449259,省油、操控性不错、提速满意其它目前没有发现什么优点,1,75
a3351d6abfb472e895fb955ca6b8187c,油跑空的时候噪音会大一些,-1,36
b246cc69749ca062bd31536e6e47dc7b,这车没办法，是到处响，我是5000多公里就开始后备箱响，这几天前面A柱也开始频繁响了，除非顶棚全拆了才能找到原因。,-1,161
6127458224b3aae64e02cecdfd06cf93,LZ 觉得2.0的动力和2.5的有比较明显的区别么 光看配置2.5豪华只是比2.0多的些华而不实的功能,0,123
f4b73ef1865fb58973fcb97e3e0ea513,配件价格高，让很多人爱森又不敢买。之前论坛都有说过，配件天价。灯和挡风玻璃最贵，基本是同等级合资车价格的三倍,-1,162
08d9362a3089e9823f497080ae640591,除了强奸的导航，其他都是小鬼子造的。发动机是日本零式战斗机的技术，如果有抵制日货的情愫，还是不买为好。,-1,153
7de11f401ee1411aacd699bac1e4166a,目前老V6天籁，想换SUV明年初，考虑森林人和丐版四驱沃尔沃本来一直关注五代森林人的但动力和外观让我动摇～等上市看,0,161
67c141c8988bfe3a935714bc70040980,就是要让你纠结，然后买贵的，我就是纠结外观和排量，最后买了2.5尊贵,0,96
b79ff2c271ec52ff3caa7610b057c738,奇骏空间大舒适性好配置高，还有一定的脱困能力，确实适合家用，性价比高。,1,105
c78c263838adf0c437a296dcac9cc1f8,变速箱油我也买了爱信。768的在减300.买了12升还没换/你换变速箱油换滤芯吗？差速器油买的红线，4万换上了好用。现在6万准备换变速箱油。,0,186
033f7611551317b778ec46e7a428423b,在车厢内能听见空调滋滋声吗  打开车窗有时候会听见这种声音，声音只会持续一会 在车内听不到   会不会也中奖啊。。。,-1,168
c819ab5ffcaf1e52039753a74ab73e17,纵置发动机不见得都是全时四驱，但凡正经四驱车，分时四驱，全时四驱，必是纵置,0,111
a986819c22c8ebee98191d9263888b29,我的刚卖了，3年12万公里。没出现过这个问题。就出现两次发火打不着！然后左脚刹车，右脚油门发火就好了！,0,147
27e8f95fd65101cee2f1583a8490f225,我后悔没上2.5，买斯巴鲁就不是冲内饰做工去的，就是水平发动机，全时四驱，这价位里面至少我认为值得的,-1,144
a4d6c1c88553d7c2c18f7e9d46cd6431,一般建议在4万至6万公里后，更换火花塞。如出现车辆启动困难，油耗特大，经常缺缸点火（发动机故障灯经常亮，原因是缺缸点火的）可考虑更换火花塞。,-1,206
709dd375542ef50f320ab742a732dc65,我是通过一下平台在采购，具体价格还没出来，是全国调车，最低价,0,90
87531a8cd35f850df437b310db61f4b0,我森林人就是上下班用，真好开。楼兰太笨拙了吧，不过要是家庭用，肯定比森林人宽敞，舒适,0,126
c87ee825666410fc4bc9bdffba429d54,就一不到20万的车。哎……为了证明性能，拼命地拍视频，举证，论证，从机械，物理等各个方面说明。作为一个正常人，谁也做不到。它就值20万，有些人真把它当生命全部了。可悲…………,0,253
263beff7c137490dffda841009f56013,踩油门感觉没力气的，之前轻松140，现在使劲踩才120，噪音大的不得了，不知会不会是机油的问题,-1,129
ac021be0aca6d2f843ec821880d622f9,车况是肯定没问题的，就是配件价钱据说高得不要不要的，另外斯巴鲁算是冷门车，保值率肯定低的,0,132
26073cb3540f430646dd74882b4d78f4,我的车是后备箱响，在后备箱锁扣的铁挂钩上缠了两层电工胶带，现在不响了。,1,105
c4eb34f1757c77ff1bfe5eb942feb380,网上所以的评估软件给的价格都虚高，不要信，车况好7万以里肯定拿下了，斯巴鲁就是不保值,0,124
d83a99932440e494cd29c94b599b0033,是说，我比较在意外观的,0,33
dcc9d7fe6f12cfa6aa2c51e8ad6653c4,你没去查过为什么漏机油吗？,0,39
0644ed7a6124e3567fa92f3d19f2d260,优惠应该在2.5w以上,0,25
2ecb81c0812c139f11fbe8fecd8003a6,8.13秒youtubo上看到的下面发了很多贴作为自然进气的SUV而且是CVT变速箱有这样的成绩把看过的人吓了一跳,0,137
333949cfc1da4697d487e6d960028083,这个公里数没有多少！就是机油机滤就可以了！再看看空调滤芯怎么样就行了！,0,105
82e9047cb969171ec183bf113427c6b4,2.5尊贵外观，獠牙前杠，银色行李架,0,48
fe9d730d775b6dc438c3095e06dc0e5c,面包车汉兰达在森林人面前有什么？比操控？比四驱？比油耗？面包车就是空间大位子多拉人拉货好用罢了！,0,144
d0550c8c7c903fd9c66309b45b4efabc,用3大品牌的，摩特8100衰减太快，3000多公里后噪音很大。,-1,75
267295cc9957684d3c6f482a87a5cd3e,吹牛逼说水平发动机运行平稳，震动小。这下打脸了,0,69
7f744e28c291c363abe3d6285767a33a,如果要效果好还是要换透镜的，目前好多是用双光透镜改近光灯，远光同时也能用的，用氙灯，价格在2000－4000元不等。,0,158
74ef9a1edb1f917df577033aaabf7c17,楼主，请问2.0动力怎么样？比1.6的紧凑型车好吧？,0,66
74a4a0eddcc8011ee0618f9320fe9317,如果是和帕杰罗作对比还是帕杰罗好，空间大性价比高越野能力也不错,1,93
88472528ac6a8e337765b6666d5215c8,另外就是噪音，楼兰的声音也不会比森小，我个人感觉我森还要安静点，因为他的楼兰买了快三年了。反正车内听发动机声音不会小，包括我发现福特探险者的车内发动机声音也不小。你买楼兰不如买汉兰达，锐界。森车小一点，更灵活，不过车内空间不小。,-1,342
54a1b7225ce8bc829da430337264c45e,影响发动机散热，除非经常走烂路，真没必要装,0,63
55f2e4ae08855b05f223d2f993531235,已经20万多了，还没想换，06年12月的车，高速百公里油耗7.6-8.2升，长途万公里都不烧机油,1,118
b76e2e183823ebae9c54c484e1a0c3a9,没有一点问题，我们12年4森4虎走的川藏线，动力没问题，全程车也没问题，只是轮胎扎了三条，爆了一条。现在的川藏线好跑多了，更应该没有问题了。,1,202
756b08850efe28beab91098f751392cc,16款2.5，我表上显示11、7.8，一直没搞懂上、下左、下右三个油耗分别代表什么意思,0,109
7ba4b352d742562a9aadd680a058ee2d,有影响，这样做法跟原地热车几分钟的，发动机积碳会少一些，冷车时，电脑会多喷油以尽快热车，空燃比就会远小于标准的14.7，那些多喷的油也不可能是完全燃烧掉的，导致更容易积碳。冷车启动约20-30秒（即使北方的冬天也不要超过1分钟），就可以慢走了，等待水温正常就可以跑了。,0,382
079fb74a99fd63f2f084303125bbc8b2,这个油耗也行的，毕竟北京吧，那个堵是有名的，除了半夜就没有不堵车的时候。,0,108
038c1021264a4204730bf2322274f133,冷启动和大油门发动机声音明显安静多了，提速更加顺滑,0,75
6d5175912eb2e1afe1c3367d4285e255,保养都是损耗件，，机油，三滤，防冻液，变速箱油。。。，这些4s又不会制造，，我真搞不懂那么多人迷信4s，，自己在网上买好一点的到修理厂保养不好吗？？,0,214
cf2def6032ca259cbf1bf0fff6eb0ab5,买森还是考虑2.5跟2.0T的吧2.0自吸的我没开过反正1.5的昂科威肯定不行你自己斟酌要内饰面子还是要性能小众,0,142
898fe1850ab286f6d45bb69e58e5a8c1,楼主和我想的一样，担心斯巴鲁后期维修贵，不过我对crv没兴趣，听一些人反映说刹车系统有问题，所以我关注了奇骏和rav4，奇骏好像不错，性价比高，维修配件也不贵。,0,226
436c14ac1a158a96754d8983fc4fe9fd,油箱是密封的，里面会因气温及运动产生汽油汽，这个可燃的汽油汽压力达到一定值后，会被碳阀哒哒哒的打入发动机燃烧掉.如满意请采纳.,0,185
f19fca4c608d9007523b515180bb1434,我就想问问动力如何搭配的？,0,39
0671fcf5d150887d32fcc76e7767d49f,suv为什么要降低车身呢？虽然它是城市SUV，追求极限操控可以选择轿跑啊....,0,100
57c9359d9495677dbf1b4dadf53fc6c0,长途油耗能跑到7，市区就不好说了，12-15都能跑到，风噪确实是120就开始了，100都没啥声不能到120,0,129
ca89a092844135bdd482a416fe6d2c8c,那好要考虑银子和费用啊，你的玩得起大排量才行啊，有钱买喜欢的车玩那叫情怀，没钱还要买个好车玩那叫此处省略，建议根据实际情况来决定,0,192
f04dc39ab522ffd09f8bc9783adc497b,这个车的变速箱在拨杆的正下方，而且是硬链接，所以不能以其他的前驱车拉线变速模式评比，如果你觉得很厉害就去看看，但是正常情况它也比其他车型抖,0,207
6c82b374864bd945815c9f2968180f2c,我有，刚买用了两个月，现在又回原来导航了，你搜一下网，带小屏倒车那款CD车机，功能一切正常，目前在仓库放着,0,155
383608df0aacea65145696d0f93a1c58,一开始以为是WRX的那套四驱，后来外网查了下，就是转向辅助，转弯帮你内侧轮带刹车,0,114
e833e16e1be4995384fe69fb528a2f43,我也不越野，但我觉得全时四驱在雨雪天更安全。,1,66
5762535a6cba2958a37e0109093894f9,12款也是fb25的发动机应该也可以装吧，期待完工上图！,0,72
3f9b6351d4e9a183ce908c6960d5daf6,乘坐空间森大尺寸自由光大操控动力森好,1,54
d0ac6c35f9a064e87cbb2b7a412af214,不跑高速跟爬长坡应该不会烧机油,0,45
17a188cd98a45a36a17a8733798df6af,我前段时间旅游省道、高速、山区、市区都跑了，平均7.2油耗，对了发动机是2.0的，你的什么排量,0,129
f2a5bc4b75c580febeff973c8299d4c7,快刹停或起步时还会响吗？,0,36
4fdc195aa51bb2f4206f102d9a6b5cd3,嘟嘟停停，这样的油耗很正常，毕竟排量、车重在那里,0,72
ce6f955fe012e4c8e366f6e875e0556a,16款2.0，今天跑120时感觉不错，动力没问题，车噪音不大，感觉不错。省油安全都合适，不想省油增加些动力就改成S模式，动力立马变强。2.5应该比2.0费油，家用上下班偶尔出行自驾游，2.0没问题！,1,261
bd95cc10d8d42c451b365b1560bfbc81,要看看自己的需求。奇骏的动力配置舒适感高于森林人，但性操控性和四驱系统奇骏比不上森林人。,-1,132
5ae6e272a833550971259fb14d9d46d3,是的，4at的除了发动机有点渗油别的没毛病，很多年了没变化,0,81
f672f16f7cb6782dad85de0a5fb62310,朋友，森林人论坛是有名的自黑精神。因为森林人同价位除了内饰和科技感较差之外，其他方面大部分完胜。当然缺点要告诉你:1-起步噪音大2-高速风噪大3-耗油不低4-知名度差5-科技感差6-内饰低档7-保养价格比宝马X1还贵一点，朋友的X1小保养600一次。8-全时四驱满大街都是再也不能装X了,-1,379
9e733913a2f491796a5c75c6b1ecd988,普拉多就是两驱穿越也随便秒森林人。。。人家底盘摆在那，森林人拿什么比？,1,105
b9831043a32ced9b2d8d7626d0bfc8f2,问题已解决。是变速箱上边有个传感器的线断了，不知道咋断的。奇怪！！,0,99
9130a26457b9093caa5b843d0ebbaf5b,如果不是看中斯巴鲁安全环保的内饰以及全球化的安全质量还有独特的驾驶感受的话总体性价比来说是非常低的,1,147
c52e8cd506b174696ccce423d707d91c,我昨天刚提2.0森林人，没上高速，但动力比我之前的车好很很多，之前是1.4polo,1,103
e6bbf52e9c5db2ca5ba3f2208b4defdd,还是森林人吧，奇峻昨天我看了，实用配置还不如森林人,-1,75
8c8cb8e72bc06abc58c75a7836bdc83f,哪年的？第一次听说森林人座椅下面有低音炮。。。,0,69
c759bcc4d456714ffbb28056e986e301,预算没问题，就森林人吧！家庭使用更适合些。如果感觉预算有限，就-5。两个车城市里开起来，都很有意思，马自达的操控也很好。空间、雪地泥泞路上的行驶，森会好于-5。价格上-5比森便宜些。外观的话，一个沉稳一个时尚动感，看个人喜好。年轻人应该都喜欢-5的外观些！,0,368
6505fe9b585ac6bff5c8332261c87115,而且BBA性能车中奥迪的操控很一般,-1,45
